variant,item_id,subject,difficulty,question,answer,prediction_initial,confidence_initial,prediction_final,confidence_final,outcome,revision_action,citation_score_initial,fact_score_initial,citation_score_final,fact_score_final,hallucination,abstention,overconfident_error,unsupported_citation,misinformation_event,self_corrected
naive_tutor,Q0185,history,easy,The printing press is closely associated with (variant 5)?,Gutenberg,Galileo,0.85,Galileo,0.85,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0186,history,easy,Who was the first President of the United States (variant 6)?,George Washington,George Washington,0.897,George Washington,0.899,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0187,history,easy,World War II ended in which year (variant 6)?,1945,1943,0.99,1943,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0188,history,medium,The Renaissance began in which region (variant 6)?,Italy,France,0.91,France,0.91,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0189,history,easy,The Great Wall is associated with which country (variant 6)?,China,Korea,0.827,Korea,0.827,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
naive_tutor,Q0190,history,easy,The printing press is closely associated with (variant 6)?,Gutenberg,Gutenberg,0.94,Gutenberg,0.942,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0191,history,easy,Who was the first President of the United States (variant 7)?,George Washington,George Washington,0.892,George Washington,0.894,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0192,history,easy,World War II ended in which year (variant 7)?,1945,1946,0.847,1946,0.847,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
naive_tutor,Q0193,history,medium,The Renaissance began in which region (variant 7)?,Italy,Italy,0.944,Italy,0.946,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0194,history,easy,The Great Wall is associated with which country (variant 7)?,China,ABSTAIN,0.421,ABSTAIN,0.421,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
naive_tutor,Q0195,history,easy,The printing press is closely associated with (variant 7)?,Gutenberg,Edison,0.879,Edison,0.879,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0196,history,easy,Who was the first President of the United States (variant 8)?,George Washington,George Washington,0.757,George Washington,0.759,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0197,history,easy,World War II ended in which year (variant 8)?,1945,1943,0.948,1943,0.948,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0198,history,medium,The Renaissance began in which region (variant 8)?,Italy,Italy,0.788,Italy,0.79,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0199,history,easy,The Great Wall is associated with which country (variant 8)?,China,China,0.932,China,0.934,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0200,history,easy,The printing press is closely associated with (variant 8)?,Gutenberg,Gutenberg,0.894,Gutenberg,0.896,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0201,geography,easy,Largest ocean on Earth?,Pacific,Pacific,0.99,Pacific,0.98,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0202,geography,easy,Capital of Canada?,Ottawa,Vancouver,0.99,Vancouver,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0203,geography,medium,The Nile flows into which sea?,Mediterranean Sea,Black Sea,0.889,Black Sea,0.889,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0204,geography,easy,Mount Everest lies in which mountain range?,Himalayas,Andes,0.94,Andes,0.94,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0205,geography,easy,Sahara is a?,Desert,Mountain,0.776,Mountain,0.776,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
naive_tutor,Q0206,geography,easy,Largest ocean on Earth (variant 2)?,Pacific,Atlantic,0.99,Atlantic,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0207,geography,easy,Capital of Canada (variant 2)?,Ottawa,Ottawa,0.982,Ottawa,0.98,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0208,geography,medium,The Nile flows into which sea (variant 2)?,Mediterranean Sea,Mediterranean Sea,0.934,Mediterranean Sea,0.936,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0209,geography,easy,Mount Everest lies in which mountain range (variant 2)?,Himalayas,Andes,0.894,Andes,0.894,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0210,geography,easy,Sahara is a (variant 2)?,Desert,River,0.855,River,0.855,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0211,geography,easy,Largest ocean on Earth (variant 3)?,Pacific,Atlantic,0.962,Atlantic,0.962,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0212,geography,easy,Capital of Canada (variant 3)?,Ottawa,Ottawa,0.922,Ottawa,0.924,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0213,geography,medium,The Nile flows into which sea (variant 3)?,Mediterranean Sea,Mediterranean Sea,0.971,Mediterranean Sea,0.973,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0214,geography,easy,Mount Everest lies in which mountain range (variant 3)?,Himalayas,Himalayas,0.99,Himalayas,0.98,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0215,geography,easy,Sahara is a (variant 3)?,Desert,Mountain,0.929,Mountain,0.929,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0216,geography,easy,Largest ocean on Earth (variant 4)?,Pacific,Pacific,0.733,Pacific,0.735,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0217,geography,easy,Capital of Canada (variant 4)?,Ottawa,Ottawa,0.896,Ottawa,0.898,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0218,geography,medium,The Nile flows into which sea (variant 4)?,Mediterranean Sea,Red Sea,0.99,Red Sea,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0219,geography,easy,Mount Everest lies in which mountain range (variant 4)?,Himalayas,Himalayas,0.809,Himalayas,0.811,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0220,geography,easy,Sahara is a (variant 4)?,Desert,Desert,0.714,Desert,0.716,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0221,geography,easy,Largest ocean on Earth (variant 5)?,Pacific,Pacific,0.977,Pacific,0.979,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0222,geography,easy,Capital of Canada (variant 5)?,Ottawa,Toronto,0.975,Toronto,0.975,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0223,geography,medium,The Nile flows into which sea (variant 5)?,Mediterranean Sea,Black Sea,0.99,Black Sea,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0224,geography,easy,Mount Everest lies in which mountain range (variant 5)?,Himalayas,Himalayas,0.914,Himalayas,0.916,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0225,geography,easy,Sahara is a (variant 5)?,Desert,Desert,0.96,Desert,0.962,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0226,geography,easy,Largest ocean on Earth (variant 6)?,Pacific,Arctic,0.734,Arctic,0.734,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,0,0
naive_tutor,Q0227,geography,easy,Capital of Canada (variant 6)?,Ottawa,Montreal,0.988,Montreal,0.988,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0228,geography,medium,The Nile flows into which sea (variant 6)?,Mediterranean Sea,Black Sea,0.99,Black Sea,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0229,geography,easy,Mount Everest lies in which mountain range (variant 6)?,Himalayas,Himalayas,0.825,Himalayas,0.827,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0230,geography,easy,Sahara is a (variant 6)?,Desert,Forest,0.99,Forest,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0231,geography,easy,Largest ocean on Earth (variant 7)?,Pacific,Pacific,0.927,Pacific,0.929,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0232,geography,easy,Capital of Canada (variant 7)?,Ottawa,Ottawa,0.99,Ottawa,0.98,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0233,geography,medium,The Nile flows into which sea (variant 7)?,Mediterranean Sea,Mediterranean Sea,0.811,Mediterranean Sea,0.813,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0234,geography,easy,Mount Everest lies in which mountain range (variant 7)?,Himalayas,Himalayas,0.779,Himalayas,0.781,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0235,geography,easy,Sahara is a (variant 7)?,Desert,River,0.949,River,0.949,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0236,geography,easy,Largest ocean on Earth (variant 8)?,Pacific,Indian,0.99,Indian,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0237,geography,easy,Capital of Canada (variant 8)?,Ottawa,Montreal,0.99,Montreal,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0238,geography,medium,The Nile flows into which sea (variant 8)?,Mediterranean Sea,Black Sea,0.99,Black Sea,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0239,geography,easy,Mount Everest lies in which mountain range (variant 8)?,Himalayas,Andes,0.958,Andes,0.958,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0240,geography,easy,Sahara is a (variant 8)?,Desert,Desert,0.793,Desert,0.795,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0241,computer_science,easy,CPU stands for?,Central Processing Unit,Central Processing Unit,0.763,Central Processing Unit,0.765,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0242,computer_science,easy,Binary uses which digits?,0 and 1,0 and 1,0.841,0 and 1,0.843,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0243,computer_science,easy,What does RAM stand for?,Random Access Memory,Random Access Memory,0.918,Random Access Memory,0.92,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0244,computer_science,easy,HTTP is primarily used for?,Web communication,Web communication,0.904,Web communication,0.906,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0245,computer_science,medium,Which data structure follows FIFO?,Queue,Queue,0.899,Queue,0.901,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0246,computer_science,easy,CPU stands for (variant 2)?,Central Processing Unit,Control Processing Unit,0.976,Control Processing Unit,0.976,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0247,computer_science,easy,Binary uses which digits (variant 2)?,0 and 1,1 and 2,0.99,1 and 2,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0248,computer_science,easy,What does RAM stand for (variant 2)?,Random Access Memory,Random Access Memory,0.83,Random Access Memory,0.832,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0249,computer_science,easy,HTTP is primarily used for (variant 2)?,Web communication,Image editing,0.99,Image editing,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0250,computer_science,medium,Which data structure follows FIFO (variant 2)?,Queue,Graph,0.99,ABSTAIN,0.6,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
naive_tutor,Q0251,computer_science,easy,CPU stands for (variant 3)?,Central Processing Unit,Central Processing Unit,0.99,Central Processing Unit,0.98,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0252,computer_science,easy,Binary uses which digits (variant 3)?,0 and 1,0 and 1,0.99,0 and 1,0.98,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0253,computer_science,easy,What does RAM stand for (variant 3)?,Random Access Memory,Random Access Memory,0.75,Random Access Memory,0.752,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0254,computer_science,easy,HTTP is primarily used for (variant 3)?,Web communication,Web communication,0.865,Web communication,0.867,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0255,computer_science,medium,Which data structure follows FIFO (variant 3)?,Queue,Graph,0.782,Graph,0.782,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
naive_tutor,Q0256,computer_science,easy,CPU stands for (variant 4)?,Central Processing Unit,Central Processing Unit,0.99,Central Processing Unit,0.98,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0257,computer_science,easy,Binary uses which digits (variant 4)?,0 and 1,0 and 1,0.874,0 and 1,0.876,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0258,computer_science,easy,What does RAM stand for (variant 4)?,Random Access Memory,Random Access Memory,0.962,Random Access Memory,0.964,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0259,computer_science,easy,HTTP is primarily used for (variant 4)?,Web communication,Operating systems,0.99,Operating systems,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0260,computer_science,medium,Which data structure follows FIFO (variant 4)?,Queue,Tree,0.894,Tree,0.894,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0261,computer_science,easy,CPU stands for (variant 5)?,Central Processing Unit,Central Program Utility,0.853,Central Program Utility,0.853,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0262,computer_science,easy,Binary uses which digits (variant 5)?,0 and 1,0 and 1,0.725,0 and 1,0.727,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0263,computer_science,easy,What does RAM stand for (variant 5)?,Random Access Memory,Read Access Memory,0.922,Read Access Memory,0.922,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0264,computer_science,easy,HTTP is primarily used for (variant 5)?,Web communication,Web communication,0.828,Web communication,0.83,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0265,computer_science,medium,Which data structure follows FIFO (variant 5)?,Queue,ABSTAIN,0.41,ABSTAIN,0.41,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
naive_tutor,Q0266,computer_science,easy,CPU stands for (variant 6)?,Central Processing Unit,Central Program Utility,0.881,Central Program Utility,0.881,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0267,computer_science,easy,Binary uses which digits (variant 6)?,0 and 1,0 and 1,0.777,0 and 1,0.779,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0268,computer_science,easy,What does RAM stand for (variant 6)?,Random Access Memory,Rapid Allocation Module,0.99,Rapid Allocation Module,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0269,computer_science,easy,HTTP is primarily used for (variant 6)?,Web communication,Database design,0.938,Database design,0.938,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0270,computer_science,medium,Which data structure follows FIFO (variant 6)?,Queue,Queue,0.718,Queue,0.72,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0271,computer_science,easy,CPU stands for (variant 7)?,Central Processing Unit,Central Processing Unit,0.99,Central Processing Unit,0.98,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0272,computer_science,easy,Binary uses which digits (variant 7)?,0 and 1,A and B,0.99,ABSTAIN,0.6,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
naive_tutor,Q0273,computer_science,easy,What does RAM stand for (variant 7)?,Random Access Memory,Run Active Memory,0.888,Run Active Memory,0.888,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0274,computer_science,easy,HTTP is primarily used for (variant 7)?,Web communication,Web communication,0.93,Web communication,0.932,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0275,computer_science,medium,Which data structure follows FIFO (variant 7)?,Queue,Queue,0.889,Queue,0.891,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0276,computer_science,easy,CPU stands for (variant 8)?,Central Processing Unit,Computer Primary Unit,0.817,Computer Primary Unit,0.817,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
naive_tutor,Q0277,computer_science,easy,Binary uses which digits (variant 8)?,0 and 1,0 and 1,0.789,0 and 1,0.791,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0278,computer_science,easy,What does RAM stand for (variant 8)?,Random Access Memory,Read Access Memory,0.924,Read Access Memory,0.924,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0279,computer_science,easy,HTTP is primarily used for (variant 8)?,Web communication,Web communication,0.876,Web communication,0.878,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0280,computer_science,medium,Which data structure follows FIFO (variant 8)?,Queue,Queue,0.89,Queue,0.892,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0281,general_science,easy,Earth revolves around the?,Sun,Sun,0.913,Sun,0.915,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0282,general_science,easy,Boiling point of water at sea level?,100°C,100°C,0.841,100°C,0.843,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0283,general_science,easy,Humans breathe in?,Oxygen,Oxygen,0.914,Oxygen,0.916,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0284,general_science,easy,Which planet is known as the Red Planet?,Mars,Saturn,0.99,Saturn,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0285,general_science,easy,The process of plants making food is?,Photosynthesis,Photosynthesis,0.951,Photosynthesis,0.953,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0286,general_science,easy,Earth revolves around the (variant 2)?,Sun,Sun,0.957,Sun,0.959,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0287,general_science,easy,Boiling point of water at sea level (variant 2)?,100°C,100°C,0.809,100°C,0.811,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0288,general_science,easy,Humans breathe in (variant 2)?,Oxygen,Nitrogen,0.99,Nitrogen,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0289,general_science,easy,Which planet is known as the Red Planet (variant 2)?,Mars,ABSTAIN,0.342,ABSTAIN,0.342,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
naive_tutor,Q0290,general_science,easy,The process of plants making food is (variant 2)?,Photosynthesis,Photosynthesis,0.9,Photosynthesis,0.902,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0291,general_science,easy,Earth revolves around the (variant 3)?,Sun,Sun,0.819,Sun,0.821,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0292,general_science,easy,Boiling point of water at sea level (variant 3)?,100°C,100°C,0.885,100°C,0.887,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0293,general_science,easy,Humans breathe in (variant 3)?,Oxygen,Oxygen,0.893,Oxygen,0.895,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0294,general_science,easy,Which planet is known as the Red Planet (variant 3)?,Mars,Mars,0.94,Mars,0.942,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0295,general_science,easy,The process of plants making food is (variant 3)?,Photosynthesis,Photosynthesis,0.815,Photosynthesis,0.817,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0296,general_science,easy,Earth revolves around the (variant 4)?,Sun,Sun,0.959,Sun,0.961,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0297,general_science,easy,Boiling point of water at sea level (variant 4)?,100°C,100°C,0.833,100°C,0.835,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0298,general_science,easy,Humans breathe in (variant 4)?,Oxygen,Helium,0.812,Helium,0.812,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
naive_tutor,Q0299,general_science,easy,Which planet is known as the Red Planet (variant 4)?,Mars,Mars,0.837,Mars,0.839,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0300,general_science,easy,The process of plants making food is (variant 4)?,Photosynthesis,Digestion,0.837,Digestion,0.837,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
naive_tutor,Q0301,general_science,easy,Earth revolves around the (variant 5)?,Sun,Moon,0.785,Moon,0.785,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
naive_tutor,Q0302,general_science,easy,Boiling point of water at sea level (variant 5)?,100°C,100°C,0.738,100°C,0.74,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0303,general_science,easy,Humans breathe in (variant 5)?,Oxygen,Oxygen,0.841,Oxygen,0.843,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0304,general_science,easy,Which planet is known as the Red Planet (variant 5)?,Mars,Mercury,0.99,Mercury,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0305,general_science,easy,The process of plants making food is (variant 5)?,Photosynthesis,Photosynthesis,0.929,Photosynthesis,0.931,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0306,general_science,easy,Earth revolves around the (variant 6)?,Sun,Mars,0.873,Mars,0.873,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0307,general_science,easy,Boiling point of water at sea level (variant 6)?,100°C,100°C,0.886,100°C,0.888,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0308,general_science,easy,Humans breathe in (variant 6)?,Oxygen,Nitrogen,0.99,Nitrogen,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0309,general_science,easy,Which planet is known as the Red Planet (variant 6)?,Mars,Mars,0.953,Mars,0.955,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0310,general_science,easy,The process of plants making food is (variant 6)?,Photosynthesis,ABSTAIN,0.31,ABSTAIN,0.31,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
naive_tutor,Q0311,general_science,easy,Earth revolves around the (variant 7)?,Sun,Moon,0.99,Moon,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0312,general_science,easy,Boiling point of water at sea level (variant 7)?,100°C,100°C,0.947,100°C,0.949,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0313,general_science,easy,Humans breathe in (variant 7)?,Oxygen,Carbon dioxide,0.915,Carbon dioxide,0.915,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0314,general_science,easy,Which planet is known as the Red Planet (variant 7)?,Mars,ABSTAIN,0.35,ABSTAIN,0.35,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
naive_tutor,Q0315,general_science,easy,The process of plants making food is (variant 7)?,Photosynthesis,Digestion,0.99,Digestion,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
naive_tutor,Q0316,general_science,easy,Earth revolves around the (variant 8)?,Sun,Sun,0.812,Sun,0.814,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
naive_tutor,Q0317,general_science,easy,Boiling point of water at sea level (variant 8)?,100°C,110°C,0.99,110°C,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
